,Title,Zone,Price,Size (m²),Status
1286,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
1287,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
1288,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
1289,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
1290,Apartment,               Fala (São Martinho do Bispo),160000,130.0,Usado
1291,Apartment,               Bairro da Encarnação (Encarnação),950000,80.0,Usado
1292,Apartment,               Algés,1150,95.0,Usado
1293,Apartamento T3,               Aver-O-Mar,3,150.0,Renovado
1294,Apartamento T2,               Vila do Conde,2,110.0,Usado
1295,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
1296,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
1297,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
1298,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
1299,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
1300,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
1301,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
1302,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
1303,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
1304,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
1305,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
1306,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
1307,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
1308,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
1309,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
1310,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
1311,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
1312,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
1313,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
1314,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
1315,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
1316,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
1317,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
1318,Apartment,               Parque das Nações,235000,115.0,Novo
1319,Apartment,               Quinta da Barnabé (Triana),149500,58.0,Novo
1320,Apartment,               Campolide,690000,95.0,Usado
1321,Apartamento T3,               Aver-O-Mar,3,150.0,Renovado
1322,Apartamento T2,               Vila do Conde,2,110.0,Usado
1323,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
1324,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
1325,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
1326,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
1327,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
1328,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
1329,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
1330,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
1331,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
1332,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
1333,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
1334,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
1335,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
1336,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
1337,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
1338,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
1339,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
1340,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
1341,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
1342,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
1343,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
1344,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
1345,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
1346,Apartment,               SANTA MARTA (Coração de Jesus),1600,79.0,Usado
1347,Apartment,               Saldanha (São Sebastião da Pedreira),1900,80.0,Recuperado
1348,Apartment,               Algés,390000,80.0,Usado
1349,Apartamento T3,               Aver-O-Mar,3,150.0,Renovado
1350,Apartamento T2,               Vila do Conde,2,110.0,Usado
1351,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
1352,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
1353,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
1354,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
1355,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
1356,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
1357,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
1358,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
1359,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
1360,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
1361,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
1362,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
1363,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
1364,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
1365,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
1366,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
1367,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
1368,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
1369,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
1370,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
1371,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
1372,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
1373,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
1374,Apartment,               São Domingos de Benfica,335000,140.0,Usado
1375,Apartment,               Atalaia,250000,105.0,Usado
1376,Apartment,               Algés,1200,72.0,Usado
1377,Apartamento T3,               Aver-O-Mar,3,150.0,Renovado
1378,Apartamento T2,               Vila do Conde,2,110.0,Usado
1379,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
1380,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
1381,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
1382,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
1383,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
1384,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
1385,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
1386,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
1387,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
1388,"Apartamento T2, Albufeira, com boas varandas em condomínio fechado com piscina e jardim em bairro residencial calmo",               Correeira (Albufeira),309000,120.0,Em construção
1389,Penthouse com Varanda 84m2 entre Matosinhos Sul e o Parque da Cidade,               Matosinhos e Leça da Palmeira,725000,263.0,Novo
1390,Espectacular apartamento T4 no centro da Maia,               Centro (Maia),435000,176.0,Usado
1391,T3 em condomínio de luxo com vista mar na Foz do Douro,               Foz (Foz do Douro),740000,156.0,Usado
1392,Empreendimento Jardins Efanor,               São Mamede de Infesta e Senhora da Hora,683638,261.0,Usado
1393,T4+1 Duplex Pinhais da Foz,               Aldoar,1250000,367.0,Usado
1394,T2 Matosinhos Sul primeira linha de mar,               Matosinhos-Sul (Matosinhos),550000,123.0,Usado
1395,T5 no Palácio da Enseada em Matosinhos Sul,               Matosinhos e Leça da Palmeira,1100000,286.0,Usado
1396,Apartamento Triplex T3 para Venda na Figueira da Foz,               Figueira da Foz (São Julião (Figueira da Foz)),,225.0,Usado
1397,Apartamento T3 em Construção para Venda em Braga,               Real,,135.0,Em construção
1398,Apartamento T2 em Construção para Venda em Braga,               Real,,103.0,Em construção
1399,"T2 com Terraços - Campo de Ourique, construção de 2018",               Campo de Ourique,620000,96.0,Recuperado
1400,Excelente apartamento T3 na conceituada urbanização da Anta da Agualva,               Urbanização da Anta (Agualva),275000,167.0,Recuperado
1401,"Apartamento T3, Albufeira Green Apartments - Condominio privado",               Correeira (Albufeira),430000,154.0,Em construção
1402,Apartment,               São Sebastião,700,160.0,Recuperado
1403,Apartment,               Miramar (Valadares),850,215.0,Usado
1404,Apartment,               Igreja  (Venteira),820000,110.0,Usado
1405,Apartamento T3,               Aver-O-Mar,3,150.0,Renovado
1406,Apartamento T2,               Vila do Conde,2,110.0,Usado
1407,Apartamento T3+1 em Vila do Conde,               Vila do Conde,31,141.0,Usado
1408,Apartamento T3 vista de Mar,               Póvoa de Varzim,3,125.0,Usado
1409,"Apartamento T2, Albufeira Green Apartments - Condominio privado",               Albufeira e Olhos de Água,505000,239.0,Em construção
1410,Apartamento T3 no Parque da Devesa,               Vila Nova de Famalicão e Calendário,3,176.0,Usado
1411,Apartamento T3,               Ocidental (Calendário),3,160.0,Novo
1412,"Apartamento Remodelado com óptimos acabamentos, ao centro da Maia.",               Cidade da Maia,165000,105.0,Renovado
1413,"Apartamento T2, Parede",               Carcavelos e Parede,1600,78.0,Usado
1414,Novo Apartamento T2 com Varanda à Santa Rita,               Monte da Costa,175000,100.0,Em construção
1415,"Apartamento T3 com terraço de acesso privativo em Duplex na cobertura, Seixal (Grande Lisboa) em condomínio fechado com piscina panorâmica na cobertura",               Quinta da Trindade   (Seixal),924000,310.0,Em construção
